timestamp,dttm_utc,value,estimated,anomaly
1356996000,2012-12-31 23:20:00,34.9196,0,""
1356996300,2012-12-31 23:25:00,27.9357,0,""
1356996600,2012-12-31 23:30:00,27.9357,0,""
1356996900,2012-12-31 23:35:00,20.9518,0,""
1356997200,2012-12-31 23:40:00,27.9357,0,""
1356997500,2012-12-31 23:45:00,27.9357,0,""
1356997800,2012-12-31 23:50:00,20.9518,0,""
1356998100,2012-12-31 23:55:00,27.9357,0,""
1356998400,2013-01-01 00:00:00,27.9357,0,""
